position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
112,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",_YDk6uu86Zk,2024-06-26T20:12:40Z,"2024-06-26 20:12:40","CONFIRA AS DEMANDAS DO SETOR AGRO PARA O PLANO SAFRA 24/25","Demandas ao Plano Safra Para manter a posição de um dos maiores produtores e exportadores agrícolas do mundo, é crucial um Plano Safra robusto que atenda integralmente às necessidades do setor. A Frente Parlamentar da Agropecuária (FPA) apresentou as seguintes demandas para o Plano Safra 24/25.","plano safra,agro,agronegocio,agricultura,brasil,fpa,frente parlamentar,seguro rural,cooperativas",25,"News & Politics",Society,PT3M50S,230,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/_YDk6uu86Zk/maxresdefault.jpg,,,,,397,1,,0,0
113,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",Cm2QJVPzf-0,2024-06-21T17:21:43Z,"2024-06-21 17:21:43","MINISTRO E EX-SECRETÁRIO QUESTIONADOS SOBRE COMPRA DE ARROZ IMPORTADO EM AUDIÊNCIA PÚBLICA","A polêmica história sobre o Leilão de Arroz 🌾 👥 Integrantes da FPA questionaram a legalidade e a necessidade do governo de utilizar R$ 7bi, fora do teto de gastos, para a importação de arroz. O debate aconteceu na Comissão de Agricultura da Câmara, em audiências públicas com o ministro da Agricultura, Carlos Fávaro, e o ex-secretário Neri Geller.","CAMARA DOS DEPUTADOS,FPA,FRENTE PARLAMENTAR DE AGROPECUARIA,FAVARO,NERI GELLER,COMPRA ARROZ,LEILÃO,GOVERNO FEDERAL,AGRONEGOCIO,AGRICULTURA",25,"News & Politics","Politics,Society",PT4M1S,241,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/Cm2QJVPzf-0/maxresdefault.jpg,,,,,1341,10,,0,2
114,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",kV2EsURTjgo,2024-06-20T23:05:01Z,"2024-06-20 23:05:01","PROJETO QUE ASSEGURA AO TRABALHADOR SAFRISTA O DIREITO DE RECEBER BENEFÍCIOS SOCIAIS É APROVADO","Benefícios Sociais garantidos para os Trabalhadores Safristas 🪪 A Câmara dos Deputados aprovou o PL 715/2023, que permite a compatibilização de benefícios sociais com contratos de safra. O projeto, de autoria do deputado Zé Vitor e relatoria de Evair de Melo na Comissão de Agricultura, garante apoio e auxílio aos trabalhadores rurais. Ambos são integrantes da Frente Parlamentar da Agropecuária (FPA).","agro,agronegocio,agricultura,safristas,bolsa familia,programas sociais,safra,fpa,camara dos deputados",25,"News & Politics","Politics,Society",PT1M49S,109,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/kV2EsURTjgo/maxresdefault.jpg,,,,,280,3,,0,0
115,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",THMacpfcSDk,2024-06-20T20:12:10Z,"2024-06-20 20:12:10","PROPOSIÇÃO QUE ISENTA PRODUTORES GAÚCHOS DO PAGAMENTO DAS PARCELAS MENSAIS DE CRÉDITO É APROVADA","A Câmara dos Deputados aprovou o PL 1536/2024, dos integrantes da FPA deputados Zucco e Rodolfo Nogueira. O projeto desobriga o pagamento das parcelas de financiamentos de custeio agropecuário no Rio Grande do Sul até 31 de dezembro de 2024 e suspende por dois anos o pagamento de parcelas de financiamentos de comercialização e investimento rural. CONFIRA A MATÉRIA COMPLETA NO LINK: https://agencia.fpagropecuaria.org.br/2024/06/19/proposicao-que-isenta-produtores-gauchos-do-pagamento-das-parcelas-mensais-de-credito-e-aprovada/","agricultores,rio grande do sul,agro,agronegocio,agricultura,camara dos deputados,fpa,frente parlamentar da agropecuaria",25,"News & Politics","Politics,Society",PT1M19S,79,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/THMacpfcSDk/maxresdefault.jpg,,,,,312,3,,0,0
116,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",49QRVcLqFbU,2024-06-19T19:33:59Z,"2024-06-19 19:33:59","DESAFIOS NA IMPLEMENTAÇÃO DO CÓDIGO FLORESTAL APÓS 12 ANOS DA SUA APROVAÇÃO","12 anos do Código Florestal 👥 A Comissão Mista sobre Mudanças Climáticas realizou uma audiência pública para discutir os desafios na implementação do Código Florestal, que completou 12 anos. Com a presença de integrantes da Frente Parlamentar da Agropecuária (FPA), como a senadora Tereza Cristina, o senador Irineu Orth e o deputado Sérgio Souza, o debate também focou em medidas futuras para a restauração da vegetação nativa. LEIA A MATÉRIA COMPLETA NO LINK: https://agencia.fpagropecuaria.org.br/2024/06/18/audiencia-publica-no-senado-debate-codigo-florestal-e-restauracao-de-vegetacao-nativa/","agencia fpa,codigo florestal,meio ambiente,camara dos deputados,senado federal",25,"News & Politics",Society,PT1M28S,88,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/49QRVcLqFbU/maxresdefault.jpg,,,,,178,3,,0,1
117,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",e9mH32hvecQ,2024-06-13T20:52:26Z,"2024-06-13 20:52:26","APROVADO PROJETO QUE FACILITA A REGULARIZAÇÃO FUNDIÁRIA NA AMAZÔNIA","Menos restrições à regularização fundiária na Amazônia 👥 A Comissão de Agricultura e Reforma Agrária do Senado aprovou o relatório do senador Jaime Bagattoli ao PDL 467/2023. Proposto pelo senador Marcos Rogério, o projeto revoga as restrições do Decreto 11.688/2023, para permitir a destinação de florestas públicas para regularização fundiária na Amazônia Legal e em terras do Incra. Confira a matéria completa no link: https://agencia.fpagropecuaria.org.br/2024/06/13/comissao-do-senado-aprova-projeto-que-retira-restricoes-a-regularizacao-fundiaria-na-amazonia/","AMAZONIA,REGULARIZAÇÃO FUNDIÁRIA,SENADO FEDERAL,CONGRESSO NACIONAL,CAMARA DOS DEPUTADOS,MEIO AMBIENTE,PRODUÇÃO,ALIMENTOS,BRASIL,AGRO,AGRONEGOCIO,FPA,FRENTE PARLAMENTAR DA AGROPECUÁRIA,AGRICULTURA",25,"News & Politics","Politics,Society",PT1M47S,107,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/e9mH32hvecQ/maxresdefault.jpg,,,,,497,6,,0,1
118,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",do9aZc_d-e0,2024-06-13T13:21:52Z,"2024-06-13 13:21:52","HISTÓRICO! ARTICULAÇÃO DA FPA PELA DEVOLUÇÃO DA ""MP DO FIM DO MUNDO""","📔 A Medida Provisória 1227/2024, apelidada de 'MP do Fim do Mundo', durou apenas uma semana. Editada em 4 de junho, causou descontentamento em diversos setores e uniu 30 frentes parlamentares contra ela. A Frente Parlamentar da Agropecuária (FPA) foi a primeira bancada a exigir sua devolução imediata. 🎥 Saiba mais sobre o assunto! Confira também a matéria na Agência FPA: https://agencia.fpagropecuaria.org.br/2024/06/11/fpa-sela-marco-historico-de-articulacao-pela-devolucao-da-mp-do-fim-do-mundo-ao-executivo/","MP 1227,MP do Fim do Mundo,FPA,Medida Provisória,Frente Parlamentar da Agropecuária,Bancada Ruralista,Agropecuária,PIS/Cofins,Exportação,Congresso Nacional",25,"News & Politics","Politics,Society",PT2M15S,135,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/do9aZc_d-e0/maxresdefault.jpg,,,,,1358,23,,0,3
119,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",l9Z6NY0t_EE,2024-06-12T05:20:55Z,"2024-06-12 05:20:55","COALIZÃO DAS FRENTES PARLAMENTARES CONTRA A ""MP DO FIM DO MUNDO 1227/2024","A Frente Parlamentar da Agropecuária (FPA) recebe a Coalizão das Frentes Parlamentares, nesta terça-feira (11), em reunião-almoço para debate sobre a MP que restringe a compensação de créditos das contribuições ao PIS/COFINS. Este evento será transmitido ao vivo de forma extraordinária para garantir que o máximo de pessoas possível possa acompanhar e entender a gravidade e importância do tema para o Brasil.","MP FIM DO MUNDO,MP,1223/2024,CAMARA DOS DEPUTADOS,FPA,FRENTE PARLAMENTAR DA AGROPECUÁRIA,SENADO FEDERAL,REUNIÃO ALMOÇO,GOVERNO,ECONOMIA,POLITICA",25,"News & Politics","Politics,Society",PT1H49M22S,2962,2d,hd,false,,en-US,https://i.ytimg.com/vi/l9Z6NY0t_EE/maxresdefault.jpg,,,,,1310,77,,0,1
120,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",ZMQoqSKXGls,2024-06-06T22:00:21Z,"2024-06-06 22:00:21","SEMINÁRIO BUSCA TRAZER SOLUÇÕES PARA O CADASTRO AMBIENTAL RURAL (CAR)",,"AGRO,AGRONEGOCIO,AGRICULTURA,FPA,FRENTE PARLAMENTAR AGROPECUARIA,CADASTRO AMBIENTAL RURAL,MEIO AMBIENTE,CAR",25,"News & Politics",Society,PT4M2S,242,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/ZMQoqSKXGls/maxresdefault.jpg,,,,,234,2,,0,0
121,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",fOfx9WWfmgo,2024-06-06T18:34:54Z,"2024-06-06 18:34:54","MAIS RECURSOS PARA O AGRO COM A EMISSÃO DE LETRAS DE CRÉDITO DO AGRONEGÓCIO","👉 A Comissão de Assuntos Econômicos (CAE) do Senado aprovou o relatório do senador Weverton ao PL 5523/2023, permitindo que instituições financeiras usem títulos de crédito interfinanceiros como garantia para emitir Letras de Crédito do Agronegócio (LCA). Confira também a matéria completa na Agência FPA: https://agencia.fpagropecuaria.org.br/2024/06/04/projeto-permite-repasse-entre-bancos-como-garantia-de-titulos-de-credito-rural/","Recurso Agro,LCA,FPA,Frente Parlamentar da Agropecuária,Letra de Crédito do Agronegócio,Comissão de Assuntos Econômicos,Agropecuária,Bancada Ruralista",25,"News & Politics","Politics,Society",PT1M48S,108,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/fOfx9WWfmgo/maxresdefault.jpg,,,,,158,1,,0,0
122,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",G2HMZvYqmCI,2024-06-06T13:03:09Z,"2024-06-06 13:03:09","PLANO SAFRA: EQUALIZAÇÃO DE JUROS E VALORES QUE ATENDAM OS DESAFIOS DO SETOR","👥 A Frente Parlamentar da Agropecuária (FPA) se reuniu para discutir o Plano Safra 2024/2025, com foco na equalização de juros do programa e nos recursos para o Seguro Rural. A bancada expressou preocupação com a possibilidade de os números do governo não atenderem nem a metade das necessidades do setor. Confira também a matéria completa na Agência FPA: https://agencia.fpagropecuaria.org.br/2024/06/04/para-lupion-fpa-precisa-ser-ouvida-na-construcao-do-plano-safra/","Plano Safra,Seguro Rural,Agropecuária,Bancada Ruralista,FPA,Frente Parlamentar,Frente Parlamentar da Agropecuária",25,"News & Politics",Society,PT1M33S,93,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/G2HMZvYqmCI/maxresdefault.jpg,,,,,263,3,,0,0
123,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",p0mLisHHIY8,2024-06-04T19:15:57Z,"2024-06-04 19:15:57","PLANO SAFRA 2024/2025: FPA RECEBE NERI GELLER (MINISTÉRIO DA AGRICULTURA)","Em coletiva de imprensa, o presidente da Frente Parlamentar da Agropecuária (FPA), deputado Pedro Lupion, destacou a importância do Plano Safra 2024/2025 para suprir as necessidades do setor agrícola. Além disso, o deputado abordou os desdobramentos relacionados à importação e venda de arroz. O Secretário de Política Agrícola do Ministério da Agricultura, Pecuária e Abastecimento (MAPA), Neri Geller, também se pronunciou na coletiva, comentando sobre as cobranças e expectativas que o setor tem em relação ao Plano Safra 2024/2025.","AGRO,AGRONEGOCIO,INVESTIMENTO,BANCO CENTRAL,CAMARA DOS DEPUTADOS,SENADO FEDERAL,NERI GELLER,PLANO SAFRA,PEDRO LUPION,FPA,FRENTE PARLAMENTAR AGROPECUARIA,AGROPECUARIA",25,"News & Politics","Politics,Society",PT15M13S,913,2d,hd,false,,en-US,https://i.ytimg.com/vi/p0mLisHHIY8/maxresdefault.jpg,,,,,218,6,,0,1
124,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",Rvy656YBC04,2024-05-30T13:00:24Z,"2024-05-30 13:00:24","FPA ABRE DIÁLOGO COM SECRETÁRIO EXTRAORDINÁRIO DA REFORMA TRIBUTÁRIA SOBRE PAUTAS DO AGRO","Nada de aumento no preço dos alimentos 🖐️ ⚖️ A Frente Parlamentar da Agropecuária (FPA) se reuniu com o secretário Bernard Appy e integrantes dos Grupos de Trabalho da Reforma Tributária na Câmara dos Deputados para discutir os impactos para o Agro. A FPA entregou sugestões de alterações no PLP 68/2024 para minimizar prejuízos ao setor agropecuário. CONFIRA A MATÉRIA COMPLETA NO LINK: https://agencia.fpagropecuaria.org.br/2024/05/28/fpa-e-bernard-appy-abrem-dialogo-sobre-regulamentacao-da-reforma-tributaria/","AGRO,AGRONEGOCIO,AGRICULTURA,REFORMA TRIBUTARIA,IMPOSTOS,ALIMENTO,APPY,CAMARA DOS DEPUTADOS,SENADO FEDERAL",25,"News & Politics","Politics,Society",PT2M,120,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/Rvy656YBC04/maxresdefault.jpg,,,,,129,2,,0,0
125,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",1Ydr7NysbaE,2024-05-29T22:00:02Z,"2024-05-29 22:00:02","COM VOTOS DA FPA, CONGRESSO DERRUBA VETOS PRESIDENCIAIS QUE AFETAM SETOR AGROPECUÁRIO","Vetos Derrubados 📔 👥 O Congresso Nacional derrubou os vetos presidenciais relacionados ao setor produtivo, incluindo o veto 45/2023 sobre a regularização fundiária na Amazônia. Também foram derrubados itens da Lei de Diretrizes Orçamentárias (LDO) de 2024 que impactam o agro. LINK COMPLETO DA MATÉRIA:https://agencia.fpagropecuaria.org.br/2024/05/28/com-votos-da-fpa-congresso-derruba-vetos-presidenciais-que-afetam-setor-agropecuario/","CAMARA DOS DEPUTADOS,FPA,AGRO,AGRICULTURA,VETOS,PRESIDENCIAIS,AGRONEGOCIO",25,"News & Politics","Politics,Society",PT1M38S,98,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/1Ydr7NysbaE/maxresdefault.jpg,,,,,498,9,,0,0
126,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",FtvjmdoUU4E,2024-05-29T20:11:49Z,"2024-05-29 20:11:49","Comissão de Agricultura da Câmara dos Deputados tem novo presidente","FPA na presidência da Comissão de Agricultura 🔰🌾 👥 A Comissão de Agricultura da Câmara dos Deputados elegeu Evair de Melo como presidente e Rodolfo Nogueira como vice. Ana Paula Leão e Afonso Hamm também foram eleitos como 2ª e 3º vice-presidentes. Todos são integrantes da Frente Parlamentar da Agropecuária (FPA). LEIA A MATÉRIA COMPLETA NO LINK: https://agencia.fpagropecuaria.org.br/2024/05/28/evair-de-melo-e-eleito-presidente-da-comissao-de-agricultura-da-camara/","agro,agronegocio,agricultura,fpa,frente parlamentar,evair de melo,camara dos deputados,capadr",25,"News & Politics","Politics,Society",PT1M55S,115,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/FtvjmdoUU4E/maxresdefault.jpg,,,,,101,5,,0,0
127,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",HK0toGXroFQ,2024-05-28T19:07:33Z,"2024-05-28 19:07:33","Bancada debate temas prioritários para o setor com o Secretário Extraordinário da Reforma Tributária","Durante a coletiva de imprensa, participaram os deputados Arnaldo Jardim (Cidadania-SP), vice-presidente da FPA na Câmara dos Deputados, e o deputado Vitor Lippi (PSDB-SP), integrante do Grupo de Trabalho da Reforma Tributária na Câmara. Jardim destacou a entrega de um documento da FPA com 17 pontos de sugestão, dentre eles, a cesta básica sem cashback, alíquota zero para o leite, cooperativas, combustíveis fósseis, bebida açucarada, não incidência tributária sobre importação, insumos agropecuários, crédito ao produtor e cooperativas de crédito.","coletiva de imprensa,fpa,frente parlamentar agropecuária,reforma tributária,tributos,arnaldo jardim,deputado federal,Appy,camara dos deputados",25,"News & Politics","Politics,Society",PT16M24S,984,2d,hd,false,,en-US,https://i.ytimg.com/vi/HK0toGXroFQ/maxresdefault.jpg,,,,,73,2,,0,0
128,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",uwAeOlZ4oHA,2024-05-27T22:00:26Z,"2024-05-27 22:00:26","Projeto aprovado promove uso sustentável de equipamentos de irrigação na agricultura","Uso sustentável da irrigação na agricultura! O relatório do deputado Pedro Lupion, presidente da FPA, ao PL 6903/2017 foi aprovado na CCJC da Câmara dos Deputados. O projeto promove o uso sustentável de equipamentos de irrigação na agricultura e incentiva o aproveitamento de energias alternativas, como a fotovoltaica. Quer saber mais sobre o papel sustentável da irrigação? Leia a matéria completa no link: https://agencia.fpagropecuaria.org.br/2024/05/23/projeto-aprovado-promove-uso-sustentavel-de-equipamentos-de-irrigacao-na-agricultura/","agua,irrigação,agricultura sustentável,agro,agricultura,agronegocio,fpa,frente parlamentar agropecuaria,pedro lupion,camara dos deputados",25,"News & Politics",Society,PT1M48S,108,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/uwAeOlZ4oHA/maxresdefault.jpg,,,,,129,1,,0,0
129,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",V-EFSN6IXUo,2024-05-27T20:29:58Z,"2024-05-27 20:29:58","Aprovado relatório que muda regra para importação de leite em pó","Nova regulação para o leite em pó importado! Relatório da deputada Caroline De Toni ao PL 952/19 foi aprovado na Comissão de Constituição e Justiça da Câmara. Pelo projeto, o leite em pó importado precisa ter pelo menos 70% do seu tempo de prateleira restante para ser aceito no Brasil. Quer saber mais? Confira a matéria completa no link:https://agencia.fpagropecuaria.org.br/2024/05/23/regulacao-da-validade-de-leite-em-po-importado-e-aprovada-na-ccj/","agro,agronegocio,agricultura,leite,ccj,brasil,importação,camara dos deputados",25,"News & Politics","Politics,Society",PT1M45S,105,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/V-EFSN6IXUo/maxresdefault.jpg,,,,,227,2,,0,0
130,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",WUdig_8B6Ng,2024-05-24T13:45:59Z,"2024-05-24 13:45:59","BANCADA DO AGRO COBRA DO MINISTRO AÇÕES PRORITÁRIAS PARA O SETOR!","A Comissão de Agricultura da Câmara (CAPADR) recebeu o ministro da Agricultura, Carlos Fávaro, para discutir as prioridades da pasta para 2024. A reunião, solicitada pelo deputado Vicentinho Júnior, contou com a participação ativa da Frente Parlamentar da Agropecuária, que fez diversas cobranças importantes para o setor agropecuário brasileiro. Leia a matéria completa no link: https://agencia.fpagropecuaria.org.br/2024/05/22/bancada-do-agro-cobra-acoes-prioritarias-ao-ministro-da-agricultura/","agro,agropecuaria,ministro,camara dos deputados,senado federal,favaro,carlos favaro,agronegocio,fpa",25,"News & Politics","Politics,Society",PT1M57S,117,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/WUdig_8B6Ng/maxresdefault.jpg,,,,,274,9,,0,1
131,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",v9CZQx54394,2024-05-23T17:00:38Z,"2024-05-23 17:00:38","RECIPROCIDADE AMBIENTAL | ""A UNIÃO EUROPEIA NÃO PODE APONTAR O DEDO SE ELA NÃO FEZ O DEVER DE CASA""","A Comissão de Meio Ambiente (CMA) do Senado realizou audiência pública sobre o PL 2088/2023, que altera a Política Nacional sobre Mudança do Clima. O projeto exige que países que exportam para o Brasil cumpram padrões ambientais compatíveis com os praticados pelo mercado brasileiro. A medida garante compatibilidade e equidade ao comércio internacional. Leia a matéria completa no link:","agro,agronegocio,exportação,importação,agricultura,camara dos deputados,senado federal,tereza cristina,deputados,senadores",25,"News & Politics","Politics,Society",PT1M54S,114,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/v9CZQx54394/maxresdefault.jpg,,,,,227,5,,0,1
132,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",tQ6IF5G-ZjQ,2024-05-23T14:07:03Z,"2024-05-23 14:07:03","APROVADA URGÊNCIA DE PROJETO PARA ANISTIA AO PAGAMENTO DE CRÉDITO POR PRODUTORES RURAIS DO RS","O Plenário da Câmara dos Deputados aprovou por unanimidade a urgência do PL 1536/2024, proposto pelo deputado Zucco. O projeto concede anistia aos produtores rurais do Rio Grande do Sul, permitindo a suspensão do pagamento das parcelas de crédito de custeio até dezembro de 2024. Leia a matéria completa no link: https://agencia.fpagropecuaria.org.br/2024/05/21/anistia-de-dividas-para-produtores-do-rs-tem-urgencia-aprovada/","agro,agropecuaria,agronegocio,agricultura,brasil,rio grande do sul,enchentes,camara dos deputados,dividas,senado federal,seguro rural",25,"News & Politics","Politics,Society",PT1M55S,115,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/tQ6IF5G-ZjQ/maxresdefault.jpg,,,,,1306,7,,0,1
133,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",ZeRqO5vOLBg,2024-05-23T00:18:42Z,"2024-05-23 00:18:42","Decisão do Senado pode impactar diretamente combate a desastres naturais no Brasil","A Comissão de Assuntos Econômicos (CAE) do Senado aprovou o PL 5098/2019, do senador Jayme Campos, que amplia o uso dos recursos do Fundo Nacional sobre Mudança do Clima. A nova lei permitirá financiar ações contra desmatamento, queimadas, incêndios florestais e desastres naturais. Matéria completa no link: https://agencia.fpagropecuaria.org.br/2024/05/21/senado-aprova-projeto-que-amplia-fundo-para-combater-desmatamento-e-desastres-naturais/","fpa,frente parlamentar do agro,frente parlamentar,agro,agronegocio,agricultura,brasil,camara dos deputados,senado federal",25,"News & Politics","Politics,Society",PT1M21S,81,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/ZeRqO5vOLBg/maxresdefault.jpg,,,,,351,1,,0,0
